Energy (eV),ICS (cm^2),TICS (cm^2),s2S (cm^2),BE_s2S,s2P (cm^2),BE_s2P,t2S (cm^2),BE_t2S,S3P (cm^2),BE_S3P,s3D (cm^2),BE_s3D,s3S (cm^2),BE_s3S,t2P (cm^2),BE_t2P,t3D (cm^2),BE_t3D,s4F (cm^2),BE_s4F,t3S (cm^2),BE_t3S,T2P (cm^2),BE_T2P,s4D (cm^2),BE_s4D,t4F (cm^2),BE_t4F,s4S (cm^2),BE_s4S,s3P (cm^2),BE_s3P,t4D (cm^2),BE_t4D,s5F (cm^2),BE_s5F,t4S (cm^2),BE_t4S,t3P (cm^2),BE_t3P,s5D (cm^2),BE_s5D,t5F (cm^2),BE_t5F,s5S (cm^2),BE_s5S,T3P (cm^2),BE_T3P,t5D (cm^2),BE_t5D,s6F (cm^2),BE_s6F,t5S (cm^2),BE_t5S,s4P (cm^2),BE_s4P,s6D (cm^2),BE_s6D,t6F (cm^2),BE_t6F,s6S (cm^2),BE_s6S,t4P (cm^2),BE_t4P,t6D (cm^2),BE_t6D,s7F (cm^2),BE_s7F,t6S (cm^2),BE_t6S,T4P (cm^2),BE_T4P,s7D (cm^2),BE_s7D,t7F (cm^2),BE_t7F,s7S (cm^2),BE_s7S,s5P (cm^2),BE_s5P,t7D (cm^2),BE_t7D,s8F (cm^2),BE_s8F,t7S (cm^2),BE_t7S,t5P (cm^2),BE_t5P,s8D (cm^2),BE_s8D,t8F (cm^2),BE_t8F,s8S (cm^2),BE_s8S,s6P (cm^2),BE_s6P,t8D (cm^2),BE_t8D,s9F (cm^2),BE_s9F,t8S (cm^2),BE_t8S,t6P (cm^2),BE_t6P,s9D (cm^2),BE_s9D,t9F (cm^2),BE_t9F,s9S (cm^2),BE_s9S,s7P (cm^2),BE_s7P,t9D (cm^2),BE_t9D,s:F (cm^2),BE_s:F,t9S (cm^2),BE_t9S,t7P (cm^2),BE_t7P,s:D (cm^2),BE_s:D,t:F (cm^2),BE_t:F,s:S (cm^2),BE_s:S,s8P (cm^2),BE_s8P,t:D (cm^2),BE_t:D,s;F (cm^2),BE_s;F,t:S (cm^2),BE_t:S,t8P (cm^2),BE_t8P,s;D (cm^2),BE_s;D,t;F (cm^2),BE_t;F,s;S (cm^2),BE_s;S,s9P (cm^2),BE_s9P,t;D (cm^2),BE_t;D,s<F (cm^2),BE_s<F,t;S (cm^2),BE_t;S,t9P (cm^2),BE_t9P,s<D (cm^2),BE_s<D,t<F (cm^2),BE_t<F,s<S (cm^2),BE_s<S,s:P (cm^2),BE_s:P,t<D (cm^2),BE_t<D,s=F (cm^2),BE_s=F,t<S (cm^2),BE_t<S,t:P (cm^2),BE_t:P,s=D (cm^2),BE_s=D,t=F (cm^2),BE_t=F,s=S (cm^2),BE_s=S,s;P (cm^2),BE_s;P,t=D (cm^2),BE_t=D,s>F (cm^2),BE_s>F,t=S (cm^2),BE_t=S,t;P (cm^2),BE_t;P,s>D (cm^2),BE_s>D,t>F (cm^2),BE_t>F,s>S (cm^2),BE_s>S,s<P (cm^2),BE_s<P,t>D (cm^2),BE_t>D,s?F (cm^2),BE_s?F,t>S (cm^2),BE_t>S,t<P (cm^2),BE_t<P,s?D (cm^2),BE_s?D,t?F (cm^2),BE_t?F,s?S (cm^2),BE_s?S,s=P (cm^2),BE_s=P,t?D (cm^2),BE_t?D,s@F (cm^2),BE_s@F,t?S (cm^2),BE_t?S,t=P (cm^2),BE_t=P,s@D (cm^2),BE_s@D,t@F (cm^2),BE_t@F,s@S (cm^2),BE_s@S,s>P (cm^2),BE_s>P,t@D (cm^2),BE_t@D,sAF (cm^2),BE_sAF,t@S (cm^2),BE_t@S,t>P (cm^2),BE_t>P,sAD (cm^2),BE_sAD,tAF (cm^2),BE_tAF,sAS (cm^2),BE_sAS,s?P (cm^2),BE_s?P,tAD (cm^2),BE_tAD,sBF (cm^2),BE_sBF,tAS (cm^2),BE_tAS,t?P (cm^2),BE_t?P,sBD (cm^2),BE_sBD,tBF (cm^2),BE_tBF,sBS (cm^2),BE_sBS,s@P (cm^2),BE_s@P,tBD (cm^2),BE_tBD,sCF (cm^2),BE_sCF,tBS (cm^2),BE_tBS,t@P (cm^2),BE_t@P,sCD (cm^2),BE_sCD,tCF (cm^2),BE_tCF,sCS (cm^2),BE_sCS,sAP (cm^2),BE_sAP,tCD (cm^2),BE_tCD,sDF (cm^2),BE_sDF,tCS (cm^2),BE_tCS,tAP (cm^2),BE_tAP,sDD (cm^2),BE_sDD,tDF (cm^2),BE_tDF,sDS (cm^2),BE_sDS,sBP (cm^2),BE_sBP,tDD (cm^2),BE_tDD,tDS (cm^2),BE_tDS,tBP (cm^2),BE_tBP,sED (cm^2),BE_sED,sES (cm^2),BE_sES,sCP (cm^2),BE_sCP,tED (cm^2),BE_tED,tES (cm^2),BE_tES,tCP (cm^2),BE_tCP,sFD (cm^2),BE_sFD,sFS (cm^2),BE_sFS,sDP (cm^2),BE_sDP,sGD (cm^2),BE_sGD,tFS (cm^2),BE_tFS,tDP (cm^2),BE_tDP,sGS (cm^2),BE_sGS,sEP (cm^2),BE_sEP,sHS (cm^2),BE_sHS,tEP (cm^2),BE_tEP,sIS (cm^2),BE_sIS,sFP (cm^2),BE_sFP,sJS (cm^2),BE_sJS,tFP (cm^2),BE_tFP,BE_sGP,BE_tGP,sGP (cm^2),tGP (cm^2),BE_sHP,BE_tHP,sHP (cm^2),tHP (cm^2)
23.2,2.6977e-16,0.0,2.31084e-18,-0.2908,1.10265e-18,-0.2451,2.92227e-18,-0.3496,0.0,8.175,2.08428e-19,-0.1111,3.92822e-19,-0.1223,1.91945e-18,-0.2646,1.77349e-19,-0.1112,0.0,-0.0624,7.84315e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,9.40592e-20,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,2.48629e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.3,2.69433e-16,0.0,2.16189e-18,-0.2908,1.22883e-18,-0.2451,2.59374e-18,-0.3496,0.0,8.175,2.56066e-19,-0.1111,3.04753e-19,-0.1223,2.02977e-18,-0.2646,2.49553e-19,-0.1112,0.0,-0.0624,7.16848e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,1.3411e-19,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,3.12261e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4,2.67781e-16,0.0,2.3418e-18,-0.2908,1.01952e-18,-0.2451,2.77958e-18,-0.3496,0.0,8.175,2.37111e-19,-0.1111,5.34664e-19,-0.1223,1.92562e-18,-0.2646,2.03275e-19,-0.1112,0.0,-0.0624,9.21686e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,1.35654e-19,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,2.27541e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,2.67301e-16,0.0,2.30638e-18,-0.2908,1.19828e-18,-0.2451,2.67223e-18,-0.3496,0.0,8.175,2.0416e-19,-0.1111,3.29653e-19,-0.1223,1.96201e-18,-0.2646,1.39718e-19,-0.1112,0.0,-0.0624,7.17325e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,1.97957e-19,-0.1095,0.0,-0.06219,0.0,-0.03462,3.19003e-19,-0.07279,3.70127e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6,2.66081e-16,0.0,2.29737e-18,-0.2908,1.15948e-18,-0.2451,2.77639e-18,-0.3496,0.0,8.175,1.92346e-19,-0.1111,2.71143e-19,-0.1223,2.09035e-18,-0.2646,1.42287e-19,-0.1112,0.0,-0.0624,6.9928e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,1.15338e-19,-0.06664,1.9311e-19,-0.1095,0.0,-0.06219,0.0,-0.03462,3.385e-19,-0.07279,3.17697e-19,-0.1157,0.0,-0.03086,0.0,-0.03462,0.0,-0.03141,0.0,8.35,0.0,-0.03089,0.0,0.001906,0.0,-0.03752,0.0,-0.06113,0.0,0.01251,0.0,0.001905,0.0,0.01789,1.33773e-19,-0.06402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.6674,2.41814e-16,1.631e-18,2.33824e-18,-0.2908,2.31345e-18,-0.2451,2.39601e-18,-0.3496,0.0,8.175,1.67395e-19,-0.1111,3.81346e-19,-0.1223,2.5905e-18,-0.2646,1.46025e-19,-0.1112,1.08176e-20,-0.0624,6.31701e-19,-0.1372,0.0,3.313,1.13121e-19,-0.06217,1.34357e-20,-0.0624,1.52181e-19,-0.06664,4.2422e-19,-0.1095,8.89581e-20,-0.06219,3.28351e-20,-0.03462,1.82621e-19,-0.07279,5.40535e-19,-0.1157,8.68453e-20,-0.03086,2.68643e-20,-0.03462,1.44188e-19,-0.03141,0.0,8.35,7.322e-20,-0.03089,4.5345e-20,0.001906,2.22448e-19,-0.03752,2.36832e-19,-0.06113,1.20705e-19,0.01251,4.86481e-20,0.001905,9.96637e-20,0.01789,3.00257e-19,-0.06402,1.31026e-19,0.01246,4.60825e-20,0.05566,2.32805e-19,0.008712,0.0,13.6,5.34762e-20,0.07443,5.09624e-20,0.05566,5.2427e-20,0.08843,1.72974e-19,-0.02675,6.58772e-20,0.07435,2.87925e-20,0.1295,8.81971e-20,0.07573,2.66965e-19,-0.03009,4.33653e-20,0.1582,3.07213e-20,0.1295,0.0,0.1844,9.74835e-20,0.02252,7.71221e-20,0.158,0.0,0.228,0.0,0.1674,2.0129e-19,0.01749,0.0,0.2692,0.0,0.228,0.0,0.3126,4.47206e-20,0.09211,0.0,0.269,0.0,0.3582,0.0,0.2902,7.24865e-20,0.08505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.6131,2.14875e-16,6.651e-18,2.17981e-18,-0.2908,3.5634e-18,-0.2451,1.76706e-18,-0.3496,0.0,8.175,1.86345e-19,-0.1111,4.42724e-19,-0.1223,2.68041e-18,-0.2646,1.14234e-19,-0.1112,8.68676e-21,-0.0624,4.95236e-19,-0.1372,0.0,3.313,1.01687e-19,-0.06217,6.86046e-21,-0.0624,1.73729e-19,-0.06664,7.37001e-19,-0.1095,5.96514e-20,-0.06219,1.53022e-20,-0.03462,2.09142e-19,-0.07279,6.05649e-19,-0.1157,8.04526e-20,-0.03086,9.73885e-21,-0.03462,1.64725e-19,-0.03141,0.0,8.35,6.94314e-20,-0.03089,6.49566e-20,0.001906,9.89541e-20,-0.03752,3.02552e-19,-0.06113,2.71277e-19,0.01251,4.74451e-20,0.001905,2.96171e-19,0.01789,2.44152e-19,-0.06402,1.28342e-19,0.01246,7.64176e-20,0.05566,4.27663e-19,0.008712,0.0,13.6,2.67493e-19,0.07443,4.38412e-20,0.05566,2.45745e-19,0.08843,2.89923e-19,-0.02675,2.59999e-19,0.07435,7.30275e-20,0.1295,5.43077e-19,0.07573,2.71602e-19,-0.03009,1.8233e-19,0.1582,4.52324e-20,0.1295,1.15278e-19,0.1844,4.68207e-19,0.02252,2.14937e-19,0.158,2.94462e-20,0.228,3.0279e-19,0.1674,4.68333e-19,0.01749,7.39636e-20,0.2692,2.83144e-20,0.228,3.03817e-20,0.3126,3.73905e-19,0.09211,8.8355e-20,0.269,1.76982e-20,0.3582,8.41871e-20,0.2902,5.82871e-19,0.08505,5.50726e-20,0.4157,1.29612e-20,0.3582,0.0,0.4842,1.85214e-19,0.1859,6.85828e-20,0.4154,0.0,0.5307,0.0,0.4546,3.51034e-19,0.1762,0.0,0.6105,0.0,0.5306,0.0,0.7158,5.70603e-20,0.3102,0.0,0.6099,0.0,0.7617,0.0,0.6767,6.88923e-20,0.2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.8308,1.90209e-16,1.141e-17,2.05482e-18,-0.2908,4.50889e-18,-0.2451,1.45492e-18,-0.3496,0.0,8.175,1.9363e-19,-0.1111,4.39519e-19,-0.1223,2.11597e-18,-0.2646,9.22673e-20,-0.1112,9.00077e-21,-0.0624,4.30434e-19,-0.1372,0.0,3.313,1.1717e-19,-0.06217,5.71273e-21,-0.0624,1.81013e-19,-0.06664,9.05388e-19,-0.1095,5.82322e-20,-0.06219,1.77304e-20,-0.03462,1.7638e-19,-0.07279,5.23305e-19,-0.1157,1.73117e-19,-0.03086,7.42975e-21,-0.03462,2.1536e-19,-0.03141,0.0,8.35,9.45155e-20,-0.03089,3.97957e-20,0.001906,1.98054e-19,-0.03752,3.60917e-19,-0.06113,2.2891e-19,0.01251,3.31834e-20,0.001905,1.83414e-19,0.01789,2.14875e-19,-0.06402,8.87461e-20,0.01246,7.00209e-20,0.05566,1.6194e-19,0.008712,0.0,13.6,3.94626e-19,0.07443,3.26202e-20,0.05566,3.79694e-19,0.08843,4.52256e-19,-0.02675,2.40876e-19,0.07435,1.16945e-19,0.1295,4.65866e-19,0.07573,3.00507e-19,-0.03009,4.91398e-19,0.1582,7.1533e-20,0.1295,3.86579e-19,0.1844,4.06197e-19,0.02252,4.25356e-19,0.158,9.61245e-20,0.228,6.54043e-19,0.1674,2.50087e-19,0.01749,2.662e-19,0.2692,7.94518e-20,0.228,1.56703e-19,0.3126,7.75463e-19,0.09211,2.67029e-19,0.269,4.40419e-20,0.3582,3.54891e-19,0.2902,6.32785e-19,0.08505,1.12989e-19,0.4157,4.34309e-20,0.3582,4.00567e-20,0.4842,7.91623e-19,0.1859,1.26735e-19,0.4154,1.28106e-20,0.5307,1.26958e-19,0.4546,8.96397e-19,0.1762,3.93664e-20,0.6105,1.4156e-20,0.5306,1.92967e-20,0.7158,3.42879e-19,0.3102,4.4596e-20,0.6099,1.16349e-21,0.7617,5.39885e-20,0.6767,4.70978e-19,0.2972,0.0,0.8732,1.68668e-21,0.7616,0.0,1.035,1.16991e-19,0.4751,0.0,0.8721,0.0,1.077,0.0,0.9826,1.56904e-19,0.4573,0.0,1.235,0.0,1.077,0.0,1.486,8.05416e-20,0.6957,0.0,1.233,0.0,1.52,0.0,1.416,1.21151e-19,0.6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3208,1.69621e-16,1.544e-17,1.97799e-18,-0.2908,5.53369e-18,-0.2451,1.12608e-18,-0.3496,0.0,8.175,1.95354e-19,-0.1111,4.15688e-19,-0.1223,1.79084e-18,-0.2646,6.17118e-20,-0.1112,7.64183e-21,-0.0624,3.23329e-19,-0.1372,0.0,3.313,1.14223e-19,-0.06217,2.55787e-21,-0.0624,1.66737e-19,-0.06664,1.14679e-18,-0.1095,4.62381e-20,-0.06219,1.01964e-20,-0.03462,1.32443e-19,-0.07279,4.70206e-19,-0.1157,1.36889e-19,-0.03086,6.61525e-21,-0.03462,1.86839e-19,-0.03141,0.0,8.35,3.82567e-20,-0.03089,3.38847e-20,0.001906,1.07942e-19,-0.03752,4.83325e-19,-0.06113,2.79379e-19,0.01251,1.11263e-20,0.001905,2.88475e-19,0.01789,2.19983e-19,-0.06402,1.40172e-19,0.01246,5.0507e-20,0.05566,2.42869e-19,0.008712,0.0,13.6,2.8054e-19,0.07443,3.15687e-20,0.05566,2.50031e-19,0.08843,4.75659e-19,-0.02675,8.95557e-20,0.07435,9.31866e-20,0.1295,1.71895e-19,0.07573,1.88013e-19,-0.03009,4.69067e-19,0.1582,3.95645e-20,0.1295,4.018e-19,0.1844,7.78936e-19,0.02252,2.60932e-19,0.158,1.66055e-19,0.228,4.71924e-19,0.1674,4.36797e-19,0.01749,5.71304e-19,0.2692,8.91449e-20,0.228,3.57471e-19,0.3126,6.85635e-19,0.09211,4.82609e-19,0.269,1.24755e-19,0.3582,6.21696e-19,0.2902,3.55177e-19,0.08505,3.1625e-19,0.4157,9.34884e-20,0.3582,1.51056e-19,0.4842,1.04753e-18,0.1859,3.02821e-19,0.4154,4.72778e-20,0.5307,3.18174e-19,0.4546,7.77787e-19,0.1762,1.08838e-19,0.6105,5.18273e-20,0.5306,3.76508e-20,0.7158,1.00141e-18,0.3102,1.42108e-19,0.6099,1.58122e-20,0.7617,9.19821e-20,0.6767,1.00724e-18,0.2972,3.62826e-20,0.8732,2.20953e-20,0.7616,2.52423e-20,1.035,4.10521e-19,0.4751,4.54184e-20,0.8721,8.96845e-21,1.077,4.9102e-20,0.9826,5.35977e-19,0.4573,0.0,1.235,1.0917e-20,1.077,0.0,1.486,1.27267e-19,0.6957,0.0,1.233,0.0,1.52,0.0,1.416,1.84817e-19,0.6712,0.0,1.75,0.0,1.519,0.0,2.147,7.65442e-20,0.996,0.0,1.747,0.0,2.165,0.0,2.055,1.18603e-19,0.9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0828,1.51145e-16,1.906e-17,1.85219e-18,-0.2908,6.49631e-18,-0.2451,8.87044e-19,-0.3496,0.0,8.175,1.89885e-19,-0.1111,3.71524e-19,-0.1223,1.52737e-18,-0.2646,4.73627e-20,-0.1112,4.94604e-21,-0.0624,2.43047e-19,-0.1372,0.0,3.313,1.12224e-19,-0.06217,8.43734e-22,-0.0624,1.63413e-19,-0.06664,1.40333e-18,-0.1095,2.88167e-20,-0.06219,1.20446e-20,-0.03462,1.00509e-19,-0.07279,4.20239e-19,-0.1157,1.40165e-19,-0.03086,3.67266e-21,-0.03462,1.63337e-19,-0.03141,0.0,8.35,4.78263e-20,-0.03089,2.03631e-20,0.001906,9.17762e-20,-0.03752,5.71602e-19,-0.06113,2.39627e-19,0.01251,5.85387e-21,0.001905,2.67064e-19,0.01789,1.90549e-19,-0.06402,6.56433e-20,0.01246,6.48259e-20,0.05566,1.51297e-19,0.008712,0.0,13.6,3.67948e-19,0.07443,2.82047e-20,0.05566,2.13953e-19,0.08843,6.40546e-19,-0.02675,1.48938e-19,0.07435,6.38919e-20,0.1295,1.95353e-19,0.07573,1.89997e-19,-0.03009,3.8045e-19,0.1582,1.87198e-20,0.1295,4.22438e-19,0.1844,8.47247e-19,0.02252,1.69984e-19,0.158,1.15253e-19,0.228,2.81802e-19,0.1674,3.56557e-19,0.01749,5.58136e-19,0.2692,5.07154e-20,0.228,4.6313e-19,0.3126,1.0085e-18,0.09211,2.91074e-19,0.269,2.14019e-19,0.3582,5.06853e-19,0.2902,3.60168e-19,0.08505,5.45128e-19,0.4157,1.15766e-19,0.3582,2.7816e-19,0.4842,1.19573e-18,0.1859,4.31431e-19,0.4154,1.43304e-19,0.5307,4.74005e-19,0.4546,6.05101e-19,0.1762,2.83608e-19,0.6105,9.88407e-20,0.5306,8.96938e-20,0.7158,1.46366e-18,0.3102,3.00734e-19,0.6099,5.01566e-20,0.7617,1.97245e-19,0.6767,1.10575e-18,0.2972,9.5744e-20,0.8732,4.73147e-20,0.7616,2.70206e-20,1.035,9.81518e-19,0.4751,1.14323e-19,0.8721,1.88791e-20,1.077,5.97057e-20,0.9826,1.00796e-18,0.4573,3.79276e-20,1.235,2.16244e-20,1.077,0.0,1.486,3.53252e-19,0.6957,4.91557e-20,1.233,0.0,1.52,3.58154e-20,1.416,4.87723e-19,0.6712,0.0,1.75,0.0,1.519,0.0,2.147,9.3348e-20,0.996,0.0,1.747,0.0,2.165,0.0,2.055,1.85238e-19,0.9621,0.0,2.509,0.0,2.164,0.0,3.115,6.12355e-20,1.415,0.0,2.507,0.0,3.153,0.0,3.049,1.24337e-19,1.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.1169,1.35484e-16,2.165e-17,1.76466e-18,-0.2908,7.18382e-18,-0.2451,6.9097e-19,-0.3496,0.0,8.175,1.79252e-19,-0.1111,3.51399e-19,-0.1223,1.18979e-18,-0.2646,3.1975e-20,-0.1112,5.10717e-21,-0.0624,1.78044e-19,-0.1372,0.0,3.313,1.02875e-19,-0.06217,6.54658e-22,-0.0624,1.51798e-19,-0.06664,1.58321e-18,-0.1095,1.96204e-20,-0.06219,6.86974e-21,-0.03462,7.15467e-20,-0.07279,3.39852e-19,-0.1157,1.35184e-19,-0.03086,1.46127e-21,-0.03462,1.50223e-19,-0.03141,0.0,8.35,2.78489e-20,-0.03089,2.02124e-20,0.001906,7.17191e-20,-0.03752,6.61088e-19,-0.06113,2.16448e-19,0.01251,4.63089e-21,0.001905,2.20803e-19,0.01789,1.53658e-19,-0.06402,4.9409e-20,0.01246,4.02954e-20,0.05566,9.68336e-20,0.008712,0.0,13.6,3.35409e-19,0.07443,1.06603e-20,0.05566,2.69018e-19,0.08843,7.29889e-19,-0.02675,7.9686e-20,0.07435,8.28843e-20,0.1295,1.62501e-19,0.07573,1.53908e-19,-0.03009,4.31538e-19,0.1582,1.8903e-20,0.1295,2.91951e-19,0.1844,9.36447e-19,0.02252,1.62459e-19,0.158,9.46378e-20,0.228,1.89431e-19,0.1674,2.79029e-19,0.01749,4.37374e-19,0.2692,3.10865e-20,0.228,4.03816e-19,0.3126,1.17133e-18,0.09211,1.31925e-19,0.269,1.91807e-19,0.3582,2.78522e-19,0.2902,3.09542e-19,0.08505,6.68707e-19,0.4157,7.38714e-20,0.3582,4.23549e-19,0.4842,1.29037e-18,0.1859,4.07485e-19,0.4154,2.34355e-19,0.5307,4.97535e-19,0.4546,5.16279e-19,0.1762,5.9304e-19,0.6105,1.38848e-19,0.5306,2.20284e-19,0.7158,1.46337e-18,0.3102,5.3216e-19,0.6099,1.27939e-19,0.7617,3.583e-19,0.6767,6.64115e-19,0.2972,2.34628e-19,0.8732,1.04103e-19,0.7616,5.88041e-20,1.035,1.56877e-18,0.4751,2.5779e-19,0.8721,4.14505e-20,1.077,1.18943e-19,0.9826,1.09223e-18,0.4573,7.02627e-20,1.235,5.20184e-20,1.077,2.75925e-20,1.486,8.60831e-19,0.6957,9.36154e-20,1.233,1.57824e-20,1.52,4.14367e-20,1.416,8.97151e-19,0.6712,4.02092e-20,1.75,1.88888e-20,1.519,0.0,2.147,2.7481e-19,0.996,5.49963e-20,1.747,0.0,2.165,0.0,2.055,3.54347e-19,0.9621,0.0,2.509,0.0,2.164,0.0,3.115,7.99533e-20,1.415,0.0,2.507,0.0,3.153,0.0,3.049,1.34101e-19,1.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
