Energy (eV),ICS (cm^2),TICS (cm^2),s2S (cm^2),BE_s2S,s2P (cm^2),BE_s2P,t2S (cm^2),BE_t2S,S3P (cm^2),BE_S3P,s3D (cm^2),BE_s3D,s3S (cm^2),BE_s3S,t2P (cm^2),BE_t2P,t3D (cm^2),BE_t3D,s4F (cm^2),BE_s4F,t3S (cm^2),BE_t3S,T2P (cm^2),BE_T2P,s4D (cm^2),BE_s4D,t4F (cm^2),BE_t4F,s4S (cm^2),BE_s4S,s3P (cm^2),BE_s3P,t4D (cm^2),BE_t4D,s5F (cm^2),BE_s5F,t4S (cm^2),BE_t4S,t3P (cm^2),BE_t3P,s5D (cm^2),BE_s5D,t5F (cm^2),BE_t5F,s5S (cm^2),BE_s5S,T3P (cm^2),BE_T3P,t5D (cm^2),BE_t5D,s6F (cm^2),BE_s6F,t5S (cm^2),BE_t5S,s4P (cm^2),BE_s4P,s6D (cm^2),BE_s6D,t6F (cm^2),BE_t6F,s6S (cm^2),BE_s6S,t4P (cm^2),BE_t4P,t6D (cm^2),BE_t6D,s7F (cm^2),BE_s7F,t6S (cm^2),BE_t6S,T4P (cm^2),BE_T4P,s7D (cm^2),BE_s7D,t7F (cm^2),BE_t7F,s7S (cm^2),BE_s7S,s5P (cm^2),BE_s5P,t7D (cm^2),BE_t7D,s8F (cm^2),BE_s8F,t7S (cm^2),BE_t7S,t5P (cm^2),BE_t5P,s8D (cm^2),BE_s8D,t8F (cm^2),BE_t8F,s8S (cm^2),BE_s8S,s6P (cm^2),BE_s6P,t8D (cm^2),BE_t8D,s9F (cm^2),BE_s9F,t8S (cm^2),BE_t8S,t6P (cm^2),BE_t6P,s9D (cm^2),BE_s9D,t9F (cm^2),BE_t9F,s9S (cm^2),BE_s9S,s7P (cm^2),BE_s7P,t9D (cm^2),BE_t9D,s:F (cm^2),BE_s:F,t9S (cm^2),BE_t9S,t7P (cm^2),BE_t7P,s:D (cm^2),BE_s:D,t:F (cm^2),BE_t:F,s:S (cm^2),BE_s:S,s8P (cm^2),BE_s8P,t:D (cm^2),BE_t:D,s;F (cm^2),BE_s;F,t:S (cm^2),BE_t:S,t8P (cm^2),BE_t8P,s;D (cm^2),BE_s;D,t;F (cm^2),BE_t;F,s;S (cm^2),BE_s;S,s9P (cm^2),BE_s9P,t;D (cm^2),BE_t;D,s<F (cm^2),BE_s<F,t;S (cm^2),BE_t;S,t9P (cm^2),BE_t9P,s<D (cm^2),BE_s<D,t<F (cm^2),BE_t<F,s<S (cm^2),BE_s<S,s:P (cm^2),BE_s:P,t<D (cm^2),BE_t<D,s=F (cm^2),BE_s=F,t<S (cm^2),BE_t<S,t:P (cm^2),BE_t:P,s=D (cm^2),BE_s=D,t=F (cm^2),BE_t=F,s=S (cm^2),BE_s=S,s;P (cm^2),BE_s;P,t=D (cm^2),BE_t=D,s>F (cm^2),BE_s>F,t=S (cm^2),BE_t=S,t;P (cm^2),BE_t;P,s>D (cm^2),BE_s>D,t>F (cm^2),BE_t>F,s>S (cm^2),BE_s>S,s<P (cm^2),BE_s<P,t>D (cm^2),BE_t>D,s?F (cm^2),BE_s?F,t>S (cm^2),BE_t>S,t<P (cm^2),BE_t<P,s?D (cm^2),BE_s?D,t?F (cm^2),BE_t?F,s?S (cm^2),BE_s?S,s=P (cm^2),BE_s=P,t?D (cm^2),BE_t?D,s@F (cm^2),BE_s@F,t?S (cm^2),BE_t?S,t=P (cm^2),BE_t=P,s@D (cm^2),BE_s@D,t@F (cm^2),BE_t@F,s@S (cm^2),BE_s@S,s>P (cm^2),BE_s>P,t@D (cm^2),BE_t@D,sAF (cm^2),BE_sAF,t@S (cm^2),BE_t@S,t>P (cm^2),BE_t>P,sAD (cm^2),BE_sAD,tAF (cm^2),BE_tAF,sAS (cm^2),BE_sAS,s?P (cm^2),BE_s?P,tAD (cm^2),BE_tAD,sBF (cm^2),BE_sBF,tAS (cm^2),BE_tAS,t?P (cm^2),BE_t?P,sBD (cm^2),BE_sBD,tBF (cm^2),BE_tBF,sBS (cm^2),BE_sBS,s@P (cm^2),BE_s@P,tBD (cm^2),BE_tBD,sCF (cm^2),BE_sCF,tBS (cm^2),BE_tBS,t@P (cm^2),BE_t@P,sCD (cm^2),BE_sCD,tCF (cm^2),BE_tCF,sCS (cm^2),BE_sCS,sAP (cm^2),BE_sAP,tCD (cm^2),BE_tCD,sDF (cm^2),BE_sDF,tCS (cm^2),BE_tCS,tAP (cm^2),BE_tAP,sDD (cm^2),BE_sDD,tDF (cm^2),BE_tDF,sDS (cm^2),BE_sDS,sBP (cm^2),BE_sBP,tDD (cm^2),BE_tDD,tDS (cm^2),BE_tDS,tBP (cm^2),BE_tBP,sED (cm^2),BE_sED,sES (cm^2),BE_sES,sCP (cm^2),BE_sCP,tED (cm^2),BE_tED,tES (cm^2),BE_tES,tCP (cm^2),BE_tCP,sFD (cm^2),BE_sFD,sFS (cm^2),BE_sFS,sDP (cm^2),BE_sDP,sGD (cm^2),BE_sGD,tFS (cm^2),BE_tFS,tDP (cm^2),BE_tDP,sGS (cm^2),BE_sGS,sEP (cm^2),BE_sEP,sHS (cm^2),BE_sHS,tEP (cm^2),BE_tEP,sIS (cm^2),BE_sIS,sFP (cm^2),BE_sFP,sJS (cm^2),BE_sJS,tFP (cm^2),BE_tFP,BE_sGP,BE_tGP,sGP (cm^2),tGP (cm^2),BE_sHP,BE_tHP,sHP (cm^2),tHP (cm^2)
20.8,2.93424e-16,0.0,2.09536e-18,-0.2908,0.0,-0.2451,4.55715e-18,-0.3496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9,2.91754e-16,0.0,2.23329e-18,-0.2908,0.0,-0.2451,4.18727e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,3.29023e-19,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,2.90603e-16,0.0,2.31311e-18,-0.2908,0.0,-0.2451,3.73358e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,6.1939e-19,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1,2.89773e-16,0.0,2.43309e-18,-0.2908,0.0,-0.2451,3.3829e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,9.01013e-19,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2,2.88916e-16,0.0,2.32009e-18,-0.2908,1.90928e-19,-0.2451,3.20161e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.01137e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3,2.88037e-16,0.0,2.21709e-18,-0.2908,2.71784e-19,-0.2451,3.12369e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.06544e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4,2.87092e-16,0.0,2.17276e-18,-0.2908,3.42802e-19,-0.2451,3.09708e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.15477e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5,2.86113e-16,0.0,2.18757e-18,-0.2908,4.55359e-19,-0.2451,3.08809e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.28888e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6,2.8512e-16,0.0,2.20306e-18,-0.2908,5.71065e-19,-0.2451,3.12246e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.37114e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7,2.84184e-16,0.0,2.19147e-18,-0.2908,6.60335e-19,-0.2451,3.17815e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.42505e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8,2.83277e-16,0.0,2.17281e-18,-0.2908,7.22896e-19,-0.2451,3.21354e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.46703e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9,2.82428e-16,0.0,2.17564e-18,-0.2908,7.76468e-19,-0.2451,3.22476e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.52583e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,2.81566e-16,0.0,2.18606e-18,-0.2908,8.66515e-19,-0.2451,3.2073e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.62471e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1,2.80799e-16,0.0,2.21563e-18,-0.2908,9.41597e-19,-0.2451,3.13417e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.71207e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2,2.80278e-16,0.0,2.17916e-18,-0.2908,1.04054e-18,-0.2451,2.97953e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.81445e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3,2.82233e-16,0.0,1.7138e-18,-0.2908,1.06693e-18,-0.2451,1.76368e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.87498e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4,2.75572e-16,0.0,2.45963e-18,-0.2908,1.29049e-18,-0.2451,3.99765e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,2.02653e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,2.76893e-16,0.0,3.02202e-18,-0.2908,9.08484e-19,-0.2451,3.60183e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,2.56523e-18,-0.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.6,2.75621e-16,0.0,2.3795e-18,-0.2908,9.37453e-19,-0.2451,3.13525e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.62829e-18,-0.2646,0.0,-0.1112,0.0,-0.0624,8.76553e-19,-0.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7,2.74559e-16,0.0,2.43133e-18,-0.2908,1.16359e-18,-0.2451,2.973e-18,-0.3496,0.0,8.175,0.0,-0.1111,0.0,-0.1223,1.85965e-18,-0.2646,0.0,-0.1112,0.0,-0.0624,7.75889e-19,-0.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8,2.73834e-16,0.0,2.24615e-18,-0.2908,1.03701e-18,-0.2451,2.89465e-18,-0.3496,0.0,8.175,0.0,-0.1111,3.82593e-19,-0.1223,2.03822e-18,-0.2646,0.0,-0.1112,0.0,-0.0624,8.60126e-19,-0.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.9,2.72601e-16,0.0,2.11753e-18,-0.2908,1.11162e-18,-0.2451,2.86251e-18,-0.3496,0.0,8.175,0.0,-0.1111,5.09332e-19,-0.1223,1.96577e-18,-0.2646,0.0,-0.1112,0.0,-0.0624,5.94649e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,0.0,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,4.02252e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.9938,2.71438e-16,0.0,2.19814e-18,-0.2908,1.12129e-18,-0.2451,3.00407e-18,-0.3496,0.0,8.175,1.64098e-19,-0.1111,4.55546e-19,-0.1223,1.94211e-18,-0.2646,2.68951e-20,-0.1112,0.0,-0.0624,7.86186e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,2.9612e-20,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,2.46306e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,2.71512e-16,0.0,2.20319e-18,-0.2908,1.07828e-18,-0.2451,2.88385e-18,-0.3496,0.0,8.175,1.35825e-19,-0.1111,4.32886e-19,-0.1223,1.93305e-18,-0.2646,4.60541e-20,-0.1112,0.0,-0.0624,8.22866e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,5.60127e-20,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,2.275e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1,2.70587e-16,0.0,2.23493e-18,-0.2908,1.04398e-18,-0.2451,2.8338e-18,-0.3496,0.0,8.175,1.84868e-19,-0.1111,4.02682e-19,-0.1223,1.83896e-18,-0.2646,9.03586e-20,-0.1112,0.0,-0.0624,8.75579e-19,-0.1372,0.0,3.313,0.0,-0.06217,0.0,-0.0624,0.0,-0.06664,1.12386e-19,-0.1095,0.0,-0.06219,0.0,-0.03462,0.0,-0.07279,2.31738e-19,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
